date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:31:29	1280185/1280185	---MCZ	200	added ('OK')	text/html	etag:W/%221388b9-GEbg6tOC6VrOSjuAen2yM5TYzz0%22	https://www.veenaworld.com/india/jammu-and-kashmir-tour-packages/s	veenaworld_site/www.veenaworld.com/india/jammu-and-kashmir-tour-packages/s.html	(from https://www.veenaworld.com/world)
19:31:38	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Nov%202024%2014:01:38%20GMT	http://www.veenaworld.com/india/pahalgam-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/pahalgam-tour-packages/ct	(from https://www.veenaworld.com/world)
19:31:38	1253808/1253808	---MCZ	200	added ('OK')	text/html	etag:W/%221321b0-+vS2yc5Qt4z1CIkiVz//xp+dcUg%22	https://www.veenaworld.com/india/gulmarg-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/gulmarg-tour-packages/ct.html	(from https://www.veenaworld.com/world)
19:31:40	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Nov%202024%2014:01:40%20GMT	http://www.veenaworld.com/india/sonmarg-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/sonmarg-tour-packages/ct	(from https://www.veenaworld.com/world)
19:31:41	1235809/1235809	---MCZ	200	added ('OK')	text/html	etag:W/%2212db61-JD0n1ygcGjdEwxK6+Y1LYB1sBjc%22	https://www.veenaworld.com/india/pahalgam-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/pahalgam-tour-packages/ct.html	(from https://www.veenaworld.com/world)
19:31:42	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Nov%202024%2014:01:43%20GMT	http://www.veenaworld.com/india/srinagar-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/srinagar-tour-packages/ct	(from https://www.veenaworld.com/world)
19:31:43	1243745/1243745	---MCZ	200	added ('OK')	text/html	etag:W/%2212fa61-k8fAsxeJ7IkTAYyQ/gdPtUNEnB8%22	https://www.veenaworld.com/india/sonmarg-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/sonmarg-tour-packages/ct.html	(from https://www.veenaworld.com/world)
19:31:44	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Nov%202024%2014:01:45%20GMT	http://www.veenaworld.com/india/leh-ladakh-tour-packages/s	veenaworld_site/www.veenaworld.com/india/leh-ladakh-tour-packages/s	(from https://www.veenaworld.com/world)
19:31:46	1271410/1271410	---MCZ	200	added ('OK')	text/html	etag:W/%2213626f-Vkt3sBncWnW6EfOF7KVsj2hV1Uw%22	https://www.veenaworld.com/india/srinagar-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/srinagar-tour-packages/ct.html	(from https://www.veenaworld.com/world)
19:31:47	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Nov%202024%2014:01:47%20GMT	http://www.veenaworld.com/india/kargil-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/kargil-tour-packages/ct	(from https://www.veenaworld.com/world)
19:31:47	917636/917636	---MCZ	200	added ('OK')	text/html	etag:W/%22e0084-EeB+eEd8EOpYH2nV6pkVhZTqKGc%22	https://www.veenaworld.com/india/leh-ladakh-tour-packages/s	veenaworld_site/www.veenaworld.com/india/leh-ladakh-tour-packages/s.html	(from https://www.veenaworld.com/world)
19:31:49	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Nov%202024%2014:01:49%20GMT	http://www.veenaworld.com/india/leh-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/leh-tour-packages/ct	(from https://www.veenaworld.com/world)
19:31:49	829148/829148	---MCZ	200	added ('OK')	text/html	etag:W/%22ca6dc-hXP4D5jsmQuc7IqE0pgBGi/qSbc%22	https://www.veenaworld.com/india/kargil-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/kargil-tour-packages/ct.html	(from https://www.veenaworld.com/world)
19:31:51	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Nov%202024%2014:01:50%20GMT	http://www.veenaworld.com/india/nubra-valley-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/nubra-valley-tour-packages/ct	(from https://www.veenaworld.com/world)
19:31:51	843528/843528	---MCZ	200	added ('OK')	text/html	etag:W/%22cdf08-7x6PldnTboPCZcF+il8dV4mu63E%22	https://www.veenaworld.com/india/leh-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/leh-tour-packages/ct.html	(from https://www.veenaworld.com/world)
19:31:53	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Nov%202024%2014:01:52%20GMT	http://www.veenaworld.com/india/pangong-tso-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/pangong-tso-tour-packages/ct	(from https://www.veenaworld.com/world)
19:31:53	847438/847438	---MCZ	200	added ('OK')	text/html	etag:W/%22cee4e-srr5+lcoKalRYW7ehSHlJl/UvLc%22	https://www.veenaworld.com/india/nubra-valley-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/nubra-valley-tour-packages/ct.html	(from https://www.veenaworld.com/world)
19:31:59	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Nov%202024%2014:01:59%20GMT	http://www.veenaworld.com/india/turtuk-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/turtuk-tour-packages/ct	(from https://www.veenaworld.com/world)
19:31:59	799989/799989	---MCZ	200	added ('OK')	text/html	etag:W/%22c34f5-qLlXNWwfwzd7+U40MjSHH7UAGQM%22	https://www.veenaworld.com/india/pangong-tso-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/pangong-tso-tour-packages/ct.html	(from https://www.veenaworld.com/world)
19:32:01	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Nov%202024%2014:02:01%20GMT	http://www.veenaworld.com/india/amritsar-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/amritsar-tour-packages/ct	(from https://www.veenaworld.com/world)
19:32:01	719842/719842	---M-Z	200	added ('OK')	text/html	etag:W/%22afbe2-9RBhE711dAjHOA8gPJ5YlBy+fQs%22	https://www.veenaworld.com/india/turtuk-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/turtuk-tour-packages/ct.html	(from https://www.veenaworld.com/world)
19:32:03	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Nov%202024%2014:02:03%20GMT	http://www.veenaworld.com/india/chandigarh-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/chandigarh-tour-packages/ct	(from https://www.veenaworld.com/world)
19:32:03	1187835/1187835	---MCZ	200	added ('OK')	text/html	etag:W/%22121ffb-7lmTgNc9O/Zo5v3j/uaep60OQ2g%22	https://www.veenaworld.com/india/amritsar-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/amritsar-tour-packages/ct.html	(from https://www.veenaworld.com/world)
19:32:05	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Nov%202024%2014:02:05%20GMT	http://www.veenaworld.com/india/kurukshetra-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/kurukshetra-tour-packages/ct	(from https://www.veenaworld.com/world)
19:32:05	1282132/1282132	---MCZ	200	added ('OK')	text/html	etag:W/%22139054-YCjNqhs4CT5Erf6yspsFOhkSO9Y%22	https://www.veenaworld.com/india/chandigarh-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/chandigarh-tour-packages/ct.html	(from https://www.veenaworld.com/world)
19:32:07	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Nov%202024%2014:02:08%20GMT	http://www.veenaworld.com/india/panipat-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/panipat-tour-packages/ct	(from https://www.veenaworld.com/world)
19:32:07	807886/807886	---M-Z	200	added ('OK')	text/html	etag:W/%22c53ce-QKIjaEyyvSTVb1uRsUT4fMDp4Xc%22	https://www.veenaworld.com/india/kurukshetra-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/kurukshetra-tour-packages/ct.html	(from https://www.veenaworld.com/world)
19:32:09	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Nov%202024%2014:02:10%20GMT	http://www.veenaworld.com/india/uttarakhand-tour-packages/s	veenaworld_site/www.veenaworld.com/india/uttarakhand-tour-packages/s	(from https://www.veenaworld.com/world)
19:32:09	807799/807799	---MCZ	200	added ('OK')	text/html	etag:W/%22c5377-9LXLOOIhTt8IOclKN4R4aeclujk%22	https://www.veenaworld.com/india/panipat-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/panipat-tour-packages/ct.html	(from https://www.veenaworld.com/world)
19:32:11	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Nov%202024%2014:02:12%20GMT	http://www.veenaworld.com/india/jim-corbett-park-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/jim-corbett-park-tour-packages/ct	(from https://www.veenaworld.com/world)
19:32:12	1163873/1163873	---MCZ	200	added ('OK')	text/html	etag:W/%2211c261-011ced+6yPnm+WgICIm1a4YJMbc%22	https://www.veenaworld.com/india/uttarakhand-tour-packages/s	veenaworld_site/www.veenaworld.com/india/uttarakhand-tour-packages/s.html	(from https://www.veenaworld.com/world)
19:32:14	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Nov%202024%2014:02:14%20GMT	http://www.veenaworld.com/india/haridwar-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/haridwar-tour-packages/ct	(from https://www.veenaworld.com/world)
19:32:14	948712/948712	---MCZ	200	added ('OK')	text/html	etag:W/%22e79e8-YVBaEK48KDXWEEF/snU7Ds4Er8k%22	https://www.veenaworld.com/india/jim-corbett-park-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/jim-corbett-park-tour-packages/ct.html	(from https://www.veenaworld.com/world)
19:32:19	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Nov%202024%2014:02:20%20GMT	http://www.veenaworld.com/india/mussoorie-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/mussoorie-tour-packages/ct	(from https://www.veenaworld.com/world)
19:32:20	1244580/1244580	---MCZ	200	added ('OK')	text/html	etag:W/%2212fda4-IauoAJjTQiQeWsPbNXqb6Ei9kdo%22	https://www.veenaworld.com/india/haridwar-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/haridwar-tour-packages/ct.html	(from https://www.veenaworld.com/world)
19:32:22	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Nov%202024%2014:02:22%20GMT	http://www.veenaworld.com/india/nainital-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/nainital-tour-packages/ct	(from https://www.veenaworld.com/world)
19:32:22	1261533/1261533	---MCZ	200	added ('OK')	text/html	etag:W/%22133fdd-oV/2Poj32sZX5I/ha4wlGgJjLjE%22	https://www.veenaworld.com/india/mussoorie-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/mussoorie-tour-packages/ct.html	(from https://www.veenaworld.com/world)
19:32:24	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Nov%202024%2014:02:24%20GMT	http://www.veenaworld.com/india/rishikesh-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/rishikesh-tour-packages/ct	(from https://www.veenaworld.com/world)
19:32:24	1252788/1252788	---MCZ	200	added ('OK')	text/html	etag:W/%22131db4-rpbAj/E9+FHAAZOo8dVkp9scbLA%22	https://www.veenaworld.com/india/nainital-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/nainital-tour-packages/ct.html	(from https://www.veenaworld.com/world)
19:32:26	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Nov%202024%2014:02:26%20GMT	http://www.veenaworld.com/india/uttar-pradesh-tour-packages/s	veenaworld_site/www.veenaworld.com/india/uttar-pradesh-tour-packages/s	(from https://www.veenaworld.com/world)
19:32:26	1203609/1203609	---MCZ	200	added ('OK')	text/html	etag:W/%22125d99-kI92xPH3R4PuJrSiSMvgh1RXUmo%22	https://www.veenaworld.com/india/rishikesh-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/rishikesh-tour-packages/ct.html	(from https://www.veenaworld.com/world)
19:32:28	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Nov%202024%2014:02:28%20GMT	http://www.veenaworld.com/india/agra-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/agra-tour-packages/ct	(from https://www.veenaworld.com/world)
19:32:28	1278919/1278919	---MCZ	200	added ('OK')	text/html	etag:W/%221383c7-vXBX3phiDs6x+FllNygmYLto2V8%22	https://www.veenaworld.com/india/uttar-pradesh-tour-packages/s	veenaworld_site/www.veenaworld.com/india/uttar-pradesh-tour-packages/s.html	(from https://www.veenaworld.com/world)
19:32:30	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Nov%202024%2014:02:30%20GMT	http://www.veenaworld.com/india/ayodhya-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/ayodhya-tour-packages/ct	(from https://www.veenaworld.com/world)
19:32:30	1133275/1133275	---MCZ	200	added ('OK')	text/html	etag:W/%22114adb-XUgXzI7PV1XQRyVNj2Sz5xos8ek%22	https://www.veenaworld.com/india/agra-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/agra-tour-packages/ct.html	(from https://www.veenaworld.com/world)
19:32:34	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Nov%202024%2014:02:34%20GMT	http://www.veenaworld.com/india/fatehpur-sikri-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/fatehpur-sikri-tour-packages/ct	(from https://www.veenaworld.com/world)
19:32:34	1124420/1124420	---MCZ	200	added ('OK')	text/html	etag:W/%22112844-C5Eabc+wMJ9hK/jG16X7AuAo1FQ%22	https://www.veenaworld.com/india/ayodhya-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/ayodhya-tour-packages/ct.html	(from https://www.veenaworld.com/world)
19:32:38	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Nov%202024%2014:02:38%20GMT	http://www.veenaworld.com/india/jhansi-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/jhansi-tour-packages/ct	(from https://www.veenaworld.com/world)
19:32:38	857396/857396	---MCZ	200	added ('OK')	text/html	etag:W/%22d1534-lWRSRJd2Ftx73wy3zwKCoXhLyb4%22	https://www.veenaworld.com/india/fatehpur-sikri-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/fatehpur-sikri-tour-packages/ct.html	(from https://www.veenaworld.com/world)
19:32:42	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Nov%202024%2014:02:43%20GMT	http://www.veenaworld.com/india/lucknow-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/lucknow-tour-packages/ct	(from https://www.veenaworld.com/world)
19:32:43	991657/991657	---MCZ	200	added ('OK')	text/html	etag:W/%22f21a9-aJ7XgkdhDcUMthWcaGYuXjHRxfM%22	https://www.veenaworld.com/india/jhansi-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/jhansi-tour-packages/ct.html	(from https://www.veenaworld.com/world)
19:32:44	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Nov%202024%2014:02:44%20GMT	http://www.veenaworld.com/india/mathura-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/mathura-tour-packages/ct	(from https://www.veenaworld.com/world)
19:32:44	1117133/1117133	---MCZ	200	added ('OK')	text/html	etag:W/%22110bcd-zAWeO55oz8j2llIb7JnCrthuSwA%22	https://www.veenaworld.com/india/lucknow-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/lucknow-tour-packages/ct.html	(from https://www.veenaworld.com/world)
19:32:46	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Nov%202024%2014:02:46%20GMT	http://www.veenaworld.com/india/prayagraj-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/prayagraj-tour-packages/ct	(from https://www.veenaworld.com/world)
19:32:46	961501/961501	---MCZ	200	added ('OK')	text/html	etag:W/%22eabdd-4cmBKGUvgA7i9v3nxLP/AIZsLCI%22	https://www.veenaworld.com/india/mathura-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/mathura-tour-packages/ct.html	(from https://www.veenaworld.com/world)
19:32:48	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Nov%202024%2014:02:48%20GMT	http://www.veenaworld.com/india/sarnath-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/sarnath-tour-packages/ct	(from https://www.veenaworld.com/world)
19:32:48	1102062/1102062	---MCZ	200	added ('OK')	text/html	etag:W/%2210d0ee-mhbvWAen6vtEz+9QVoNIOnfHd1w%22	https://www.veenaworld.com/india/prayagraj-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/prayagraj-tour-packages/ct.html	(from https://www.veenaworld.com/world)
19:32:50	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Nov%202024%2014:02:50%20GMT	http://www.veenaworld.com/india/varanasi-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/varanasi-tour-packages/ct	(from https://www.veenaworld.com/world)
19:32:50	925261/925261	---MCZ	200	added ('OK')	text/html	etag:W/%22e1e4d-15VzPuBBXY7iBMX3fY6ensDt50Y%22	https://www.veenaworld.com/india/sarnath-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/sarnath-tour-packages/ct.html	(from https://www.veenaworld.com/world)
19:32:52	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Nov%202024%2014:02:52%20GMT	http://www.veenaworld.com/india/vrindavan-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/vrindavan-tour-packages/ct	(from https://www.veenaworld.com/world)
19:32:52	1227386/1227386	---MCZ	200	added ('OK')	text/html	etag:W/%2212ba7a-kTP+RZZF7ncH8nIIvGvKcnnmR7E%22	https://www.veenaworld.com/india/varanasi-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/varanasi-tour-packages/ct.html	(from https://www.veenaworld.com/world)
19:32:54	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Nov%202024%2014:02:54%20GMT	http://www.veenaworld.com/india/south-india-tour-packages/s	veenaworld_site/www.veenaworld.com/india/south-india-tour-packages/s	(from https://www.veenaworld.com/world)
19:32:54	924694/924694	---MCZ	200	added ('OK')	text/html	etag:W/%22e1c16-xM2neleXtJ4rC9YNHITuEWGP3ag%22	https://www.veenaworld.com/india/vrindavan-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/vrindavan-tour-packages/ct.html	(from https://www.veenaworld.com/world)
19:32:57	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Nov%202024%2014:02:58%20GMT	http://www.veenaworld.com/india/andaman-and-nicobar-tour-packages/s	veenaworld_site/www.veenaworld.com/india/andaman-and-nicobar-tour-packages/s	(from https://www.veenaworld.com/world)
19:32:58	1366804/1366804	---MCZ	200	added ('OK')	text/html	etag:W/%2214db14-1ErRlBZ8ll9ROYU6jRjOHpx3Hxk%22	https://www.veenaworld.com/india/south-india-tour-packages/s	veenaworld_site/www.veenaworld.com/india/south-india-tour-packages/s.html	(from https://www.veenaworld.com/world)
19:33:04	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Nov%202024%2014:03:04%20GMT	http://www.veenaworld.com/india/havelock-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/havelock-tour-packages/ct	(from https://www.veenaworld.com/world)
19:33:05	1161284/1161284	---MCZ	200	added ('OK')	text/html	etag:W/%2211b844-wSr9w9ZvDGtcmgi5LR8II6/FIXQ%22	https://www.veenaworld.com/india/andaman-and-nicobar-tour-packages/s	veenaworld_site/www.veenaworld.com/india/andaman-and-nicobar-tour-packages/s.html	(from https://www.veenaworld.com/world)
19:33:06	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Nov%202024%2014:03:06%20GMT	http://www.veenaworld.com/india/neil-island-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/neil-island-tour-packages/ct	(from https://www.veenaworld.com/world)
19:33:06	1113187/1113187	---MCZ	200	added ('OK')	text/html	etag:W/%2210fc63-8SKj9jhQzmi/FHi2psrok9hDjSU%22	https://www.veenaworld.com/india/havelock-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/havelock-tour-packages/ct.html	(from https://www.veenaworld.com/world)
19:33:08	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Nov%202024%2014:03:09%20GMT	http://www.veenaworld.com/india/port-blair-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/port-blair-tour-packages/ct	(from https://www.veenaworld.com/world)
19:33:09	1091642/1091642	---MCZ	200	added ('OK')	text/html	etag:W/%2210a83a-gWvxxsfloDQsuZ8pupm/2cOUCjs%22	https://www.veenaworld.com/india/neil-island-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/neil-island-tour-packages/ct.html	(from https://www.veenaworld.com/world)
19:33:10	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Nov%202024%2014:03:10%20GMT	http://www.veenaworld.com/india/andhra-pradesh-tour-packages/s	veenaworld_site/www.veenaworld.com/india/andhra-pradesh-tour-packages/s	(from https://www.veenaworld.com/world)
19:33:10	1124135/1124135	---MCZ	200	added ('OK')	text/html	etag:W/%22112727-Q0k6kX8qeeIDQo5hdyHx6EPFcaM%22	https://www.veenaworld.com/india/port-blair-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/port-blair-tour-packages/ct.html	(from https://www.veenaworld.com/world)
19:33:14	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Nov%202024%2014:03:14%20GMT	http://www.veenaworld.com/india/vizag-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/vizag-tour-packages/ct	(from https://www.veenaworld.com/world)
19:33:14	896043/896043	---MCZ	200	added ('OK')	text/html	etag:W/%22dac2b-iG5boO6NoUWol1dHbOfdbNKNNl8%22	https://www.veenaworld.com/india/andhra-pradesh-tour-packages/s	veenaworld_site/www.veenaworld.com/india/andhra-pradesh-tour-packages/s.html	(from https://www.veenaworld.com/world)
19:33:18	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Nov%202024%2014:03:18%20GMT	http://www.veenaworld.com/india/telangana-tour-packages/s	veenaworld_site/www.veenaworld.com/india/telangana-tour-packages/s	(from https://www.veenaworld.com/world)
19:33:18	901783/901783	---MCZ	200	added ('OK')	text/html	etag:W/%22dc297-Y3aKzZ0oT2khqKHtdo+dfTKhSzU%22	https://www.veenaworld.com/india/vizag-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/vizag-tour-packages/ct.html	(from https://www.veenaworld.com/world)
19:33:20	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Nov%202024%2014:03:20%20GMT	http://www.veenaworld.com/india/hyderabad-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/hyderabad-tour-packages/ct	(from https://www.veenaworld.com/world)
19:33:20	877389/877389	---MCZ	200	added ('OK')	text/html	etag:W/%22d634d-of0V1ly1l1z28aynDK1xL9+8hqw%22	https://www.veenaworld.com/india/telangana-tour-packages/s	veenaworld_site/www.veenaworld.com/india/telangana-tour-packages/s.html	(from https://www.veenaworld.com/world)
19:33:23	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Nov%202024%2014:03:24%20GMT	http://www.veenaworld.com/india/ramoji-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/ramoji-tour-packages/ct	(from https://www.veenaworld.com/world)
19:33:23	1022905/1022905	---M-Z	200	added ('OK')	text/html	etag:W/%22f9bb9-9+SjRb05qdND0JFIVQ0AoPckoTI%22	https://www.veenaworld.com/india/hyderabad-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/hyderabad-tour-packages/ct.html	(from https://www.veenaworld.com/world)
19:33:26	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Nov%202024%2014:03:26%20GMT	http://www.veenaworld.com/india/karnataka-tour-packages/s	veenaworld_site/www.veenaworld.com/india/karnataka-tour-packages/s	(from https://www.veenaworld.com/world)
19:33:26	944127/944127	---MCZ	200	added ('OK')	text/html	etag:W/%22e67ff-/VOTNF+4Nk8f1YDRpokaCbGuTlo%22	https://www.veenaworld.com/india/ramoji-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/ramoji-tour-packages/ct.html	(from https://www.veenaworld.com/world)
19:33:29	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Nov%202024%2014:03:30%20GMT	http://www.veenaworld.com/india/badami-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/badami-tour-packages/ct	(from https://www.veenaworld.com/world)
19:33:29	1133961/1133961	---MCZ	200	added ('OK')	text/html	etag:W/%22114d89-JpVaW2jBfHhW3MFN0DOVqzsIZzA%22	https://www.veenaworld.com/india/karnataka-tour-packages/s	veenaworld_site/www.veenaworld.com/india/karnataka-tour-packages/s.html	(from https://www.veenaworld.com/world)
19:33:31	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Nov%202024%2014:03:31%20GMT	http://www.veenaworld.com/india/bangalore-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/bangalore-tour-packages/ct	(from https://www.veenaworld.com/world)
19:33:31	999786/999786	---MCZ	200	added ('OK')	text/html	etag:W/%22f416a-GPGox3/86dEQbevwT3jOYgCeOTs%22	https://www.veenaworld.com/india/badami-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/badami-tour-packages/ct.html	(from https://www.veenaworld.com/world)
19:33:34	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Nov%202024%2014:03:34%20GMT	http://www.veenaworld.com/india/belur-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/belur-tour-packages/ct	(from https://www.veenaworld.com/world)
19:33:34	1048972/1048972	---MCZ	200	added ('OK')	text/html	etag:W/%2210018c-kCnUVlJQeJKKrC6TOpO+rOAx/K0%22	https://www.veenaworld.com/india/bangalore-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/bangalore-tour-packages/ct.html	(from https://www.veenaworld.com/world)
19:33:38	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Nov%202024%2014:03:38%20GMT	http://www.veenaworld.com/india/dandeli-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/dandeli-tour-packages/ct	(from https://www.veenaworld.com/world)
19:33:39	808080/808080	---MCZ	200	added ('OK')	text/html	etag:W/%22c508d-CzPvxJi82msEFHNy87HIB4h8EkU%22	https://www.veenaworld.com/india/belur-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/belur-tour-packages/ct.html	(from https://www.veenaworld.com/world)
19:33:45	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2007%20Nov%202024%2014:03:45%20GMT	http://www.veenaworld.com/india/chitradurga-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/chitradurga-tour-packages/ct	(from https://www.veenaworld.com/world)
19:33:45	1015690/1015690	---MCZ	200	added ('OK')	text/html	etag:W/%22f7f8a-ioai7JS6lczbByOMVj5QruCnU+Y%22	https://www.veenaworld.com/india/dandeli-tour-packages/ct	veenaworld_site/www.veenaworld.com/india/dandeli-tour-packages/ct.html	(from https://www.veenaworld.com/world)
